sender_a,sender_b,n_a,n_b,p50_a_ms,p50_b_ms,hl_shift_a_minus_b_ms,p50_diff_a_minus_b_ms,p50_diff_ci_lo,p50_diff_ci_hi,p90_diff_a_minus_b_ms,p90_diff_ci_lo,p90_diff_ci_hi,mw_u,mw_p,mw_p_fdr,significant_fdr
helius-dual,nozomi-fra,1845,1067,29.571341,73.383111,-33.482186999999996,-43.811769999999996,-53.762721,-37.110980000000005,-55.501986399999964,-65.59305220499994,-38.99496787999995,469203.0,9.186002059547915e-123,8.359261874188602e-122,True
helius-dual,syncro-fra,1845,272,29.571341,40.4776115,-8.815557999999998,-10.906270500000002,-14.552896812499998,-6.269350949999997,-6.847516700000028,-38.123375734999975,49.68005573499998,183757.0,9.58908150939323e-13,1.910517984568903e-12,True
helius-dual,triton-fra,1845,3329,29.571341,80.249031,-37.214572999999994,-50.67769,-56.165686099999995,-45.257840824999995,-38.26899179999998,-45.32831249499998,-32.435568639999985,1386613.0,6.19301001086149e-235,1.4089097774709887e-233,True
helius-fra,nextblock-quic-fra,294,898,165.8274395,30.8829895,100.4630985,134.94445,130.5054141625,139.25509855,58.18643929999996,45.381258014999986,80.26262066749996,208137.0,5.997294283435775e-50,2.7287688989632777e-49,True
helius-fra,nozomi-fra,294,1067,165.8274395,73.383111,32.36397400000001,92.4443285,81.957945375,99.81869400000002,-6.1789372000000355,-20.956473019999965,23.02616766249999,190072.0,2.5807289229925042e-08,4.049074689522722e-08,True
helius-fra,syncro-fra,294,272,165.8274395,40.4776115,102.87430700000002,125.349828,119.99503923750002,131.1710332375,42.4755324999999,8.977033199999994,105.8286521925,58695.0,6.236138344732364e-22,1.6690840863842502e-21,True
helius-fra,triton-fra,294,3329,165.8274395,80.249031,40.179203,85.5784085,78.95217092499999,91.8139912875,11.054057399999948,-1.6444516425000186,33.02645682249993,599885.0,1.2883051487249766e-10,2.298740559489664e-10,True
nextblock-quic-fra,nozomi-fra,898,1067,30.8829895,73.383111,-32.93454150000001,-42.5001215,-52.409940475,-35.6918166875,-64.3653765,-73.160473545,-47.21641508249999,238748.0,5.229631961787368e-82,3.965804237688754e-81,True
nextblock-quic-fra,syncro-fra,898,272,30.8829895,40.4776115,-8.641792500000001,-9.594622000000001,-13.656785412499998,-4.592636187499994,-15.71090680000006,-46.41108930750001,39.703090200000005,93750.0,6.154313207541145e-09,1.000075896225436e-08,True
nextblock-quic-fra,triton-fra,898,3329,30.8829895,80.249031,-36.973657,-49.3660415,-54.77874175000001,-43.722041600000004,-47.13238190000001,-52.205178562499995,-42.087461885,714853.0,1.360073796633279e-127,1.3751857277069823e-126,True
nozomi-fra,syncro-fra,1067,272,73.383111,40.4776115,25.474087499999996,32.9054995,25.682341475,43.7946399875,48.654469699999936,14.99891328249999,105.375767825,204416.0,2.0691020326196726e-25,5.884008905262193e-25,True
nozomi-fra,triton-fra,1067,3329,73.383111,80.249031,-1.9589510000000132,-6.865920000000003,-14.716288950000003,4.343564249999997,17.232994599999984,0.6548661049997077,26.153540649999826,1736248.0,0.2702630716300696,0.30742424397920415,False
syncro-fra,triton-fra,272,3329,40.4776115,80.249031,-29.136094,-39.7714195,-46.5733593875,-33.283877325000006,-31.421475099999952,-88.57834295500002,-1.1934446799999807,247503.0,1.4130265265067706e-35,6.123114948196006e-35,True
