trigger_id,slot,tick,leader_identity,leader_name,sv_continent,sv_country,n_senderror,n_unknownpending
20260611-064816#108982356542,425712330,62,EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,Europe,Germany,1,16
20260611-064816#108982357026,425712332,34,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,2,15
20260611-064816#108982357293,425712333,45,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,1,16
20260611-064816#108982357517,425712334,13,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,3,14
20260611-064816#108982358830,425712339,46,SPHERExTW7GaMgS4RN6MbghYvXU2REfFWHgpxMH1P69,Sphere,Europe,Germany,1,16
20260611-064816#108982360339,425712345,19,722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,Solflare,Europe,Netherlands,4,13
20260611-064816#108982360605,425712346,29,722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,Solflare,Europe,Netherlands,3,14
20260611-064816#108982361371,425712349,27,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,4,13
20260611-064816#108982361651,425712350,51,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,3,14
20260611-064816#108982362172,425712352,60,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,2,15
20260611-064816#108982362633,425712354,9,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,4,13
20260611-064816#108982362882,425712355,2,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,3,14
20260611-064816#108982363661,425712358,13,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,,Europe,Germany,4,13
20260611-064816#108982364193,425712360,33,CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,Nansen | Stake to Stack Points,Asia,Singapore,4,13
20260611-064816#108982364708,425712362,36,CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,Nansen | Stake to Stack Points,Asia,Singapore,4,13
20260611-064816#108982364967,425712363,39,CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,Nansen | Stake to Stack Points,Asia,Singapore,1,16
20260611-064816#108982365455,425712365,15,FbYX2uN573G5WsgiPdHU6fS5PNUyjdXfGfpZNkYUuT4k,,Europe,Sweden,3,14
20260611-064816#108982366502,425712369,38,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,3,14
20260611-064816#108982366995,425712371,19,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,2,15
20260611-064816#108982368012,425712375,12,GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,Twinstake,North America,,2,15
20260611-064816#108982368285,425712376,29,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,binance staking,North America,United States,3,14
20260611-064816#108982369599,425712381,63,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,,Europe,United Kingdom,1,16
20260611-064816#108982369840,425712382,48,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,,Europe,United Kingdom,4,13
20260611-064816#108982370096,425712383,48,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,,Europe,United Kingdom,3,14
20260611-064816#108982370606,425712385,46,HarmonicyK3BwamKNtWnQAmUeK4GYGXXzeD9FD8WMyZi,Harmonic Major,Asia,Japan,2,15
20260611-064816#108982372890,425712394,26,HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,,Europe,Lithuania,4,13
20260611-064816#108982373409,425712396,33,A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,,Europe,Germany,2,15
20260611-064816#108982374199,425712399,55,A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,,Europe,Germany,2,15
20260611-064816#108982374934,425712402,22,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,North America,United States,4,13
20260611-064816#108982375176,425712403,8,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,North America,United States,1,16
20260611-064816#108982376716,425712409,12,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,,Europe,Germany,4,13
20260611-064816#108982376983,425712410,23,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,,Europe,Germany,2,15
20260611-064816#108982377730,425712413,2,HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,,Europe,Lithuania,1,16
20260611-064816#108982378036,425712414,52,HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,,Europe,Lithuania,1,16
20260611-064816#108982378524,425712416,28,G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,Europe,Germany,3,14
20260611-064816#108982378772,425712417,20,G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,Europe,Germany,4,13
20260611-064816#108982379023,425712418,15,G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,Europe,Germany,2,15
20260611-064816#108982379573,425712420,53,HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,,Europe,Lithuania,4,13
20260611-064816#108982379815,425712421,39,HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,,Europe,Lithuania,1,16
20260611-064816#108982381874,425712429,50,LimeA3gMLb2SjxrKbP7NsWk1UwTZrw4B6Ctc9dmVU6E,LimeChain,Europe,Bulgaria,1,16
20260611-064816#108982382121,425712430,41,LimeA3gMLb2SjxrKbP7NsWk1UwTZrw4B6Ctc9dmVU6E,LimeChain,Europe,Bulgaria,4,13
20260611-064816#108982382897,425712433,49,2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd,Chainflow,Europe,Sweden,2,15
20260611-064816#108982384675,425712440,35,mD1afZhSisoXfJLT8nYwSFANqjr1KPoDUEpYTEfFX1e,Block Parliament 🦉,Asia,Japan,1,16
20260611-064816#108982385682,425712444,18,krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,Kraken,North America,United States,2,15
20260611-064816#108982386488,425712447,56,krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,Kraken,North America,United States,3,14
20260611-064816#108982386959,425712449,15,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,,Asia,Japan,4,13
20260611-064816#108982387260,425712450,60,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,,Asia,Japan,1,16
20260611-064816#108982387487,425712451,31,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,,Asia,Japan,4,13
20260611-064816#108982388005,425712453,37,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,,Europe,Germany,4,13
20260611-064816#108982388284,425712454,60,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,,Europe,Germany,1,16
20260611-064816#108982389286,425712458,38,KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo,Kolibrio,Europe,Netherlands,2,15
20260611-064816#108982389507,425712459,3,KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo,Kolibrio,Europe,Netherlands,4,13
20260611-064816#108982390025,425712461,9,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,North America,Canada,4,13
20260611-064816#108982390589,425712463,61,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,North America,Canada,3,14
20260611-064816#108982390786,425712464,2,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,,Europe,Sweden,4,13
20260611-064816#108982391048,425712465,8,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,,Europe,Sweden,2,15
20260611-064816#108982391321,425712466,25,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,,Europe,Sweden,1,16
20260611-064816#108982392347,425712470,27,Fc6NNdS2j3EmrWbU6Uqt6wsKB5ef72NjaWfNxKYbULGD,OKX Earn,Asia,Singapore,2,15
20260611-064816#108982392850,425712472,18,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,Forward Industries,North America,United States,1,16
20260611-064816#108982393089,425712473,1,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,Forward Industries,North America,United States,4,13
20260611-064816#108982393662,425712475,62,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,Forward Industries,North America,United States,3,14
20260611-064816#108982393870,425712476,14,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,,Asia,Japan,4,13
20260611-064816#108982394135,425712477,23,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,,Asia,Japan,3,14
20260611-064816#108982398269,425712493,61,BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as,BONK,North America,United States,3,14
20260611-064816#108982398778,425712495,58,BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as,BONK,North America,United States,2,15
20260611-064816#108982399795,425712499,51,HTeRsa3gm3CGrizMoCrtWj4uBZ1NKYcGqh8jfBu2u3Jo,,Europe,United Kingdom,4,13
20260611-064816#108982400821,425712503,53,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,Ledger by Figment,Europe,Germany,3,14
20260611-064816#108982404142,425712516,46,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,,Asia,Japan,2,15
20260611-064816#108982404397,425712517,45,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,,Asia,Japan,4,13
20260611-064816#108982404658,425712518,50,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,,Asia,Japan,1,16
20260611-064816#108982404875,425712519,11,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,,Asia,Japan,4,13
20260611-064816#108982405399,425712521,23,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Everstake,Europe,Germany,3,14
20260611-064816#108982405911,425712523,23,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Everstake,Europe,Germany,2,15
20260611-064816#108982406718,425712526,62,76rcGHdPvgs8G1XrzCXUTWtwgT59AFDvpB4VbTS2TBBJ,,Europe,Netherlands,1,16
20260611-064816#108982406946,425712527,34,76rcGHdPvgs8G1XrzCXUTWtwgT59AFDvpB4VbTS2TBBJ,,Europe,Netherlands,2,15
20260611-064816#108982407178,425712528,10,bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,North America,United States,3,14
20260611-064816#108982407443,425712529,19,bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,North America,United States,4,13
20260611-064816#108982407717,425712530,37,bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,North America,United States,2,15
20260611-064816#108982408194,425712532,2,8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,,North America,Canada,3,14
20260611-064816#108982408986,425712535,26,8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,,North America,Canada,4,13
20260611-064816#108982409232,425712536,16,c3rtoMCHSbFrLRTAdw4iRowKSn4BrDtvSPbuyJwkHwx,Latitude.sh,South America,Brazil,3,14
20260611-064816#108982410028,425712539,44,c3rtoMCHSbFrLRTAdw4iRowKSn4BrDtvSPbuyJwkHwx,Latitude.sh,South America,Brazil,3,14
20260611-064816#108982410247,425712540,7,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,,Europe,Sweden,4,13
20260611-064816#108982410505,425712541,9,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,,Europe,Sweden,3,14
20260611-064816#108982410796,425712542,44,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,,Europe,Sweden,2,15
20260611-064816#108982411033,425712543,25,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,,Europe,Sweden,4,13
20260611-064816#108982411553,425712545,33,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Europe,United Kingdom,4,13
20260611-064816#108982413592,425712553,24,4mtXJ5pUcMMB4t8cLbi7zfDJCHfYLRrQb4qSLmh57sKL,,Europe,Ireland,4,13
20260611-064816#108982413858,425712554,34,4mtXJ5pUcMMB4t8cLbi7zfDJCHfYLRrQb4qSLmh57sKL,,Europe,Ireland,3,14
20260611-064816#108982414081,425712555,1,4mtXJ5pUcMMB4t8cLbi7zfDJCHfYLRrQb4qSLmh57sKL,,Europe,Ireland,4,13
20260611-064816#108982414859,425712558,11,XkCriyrNwS3G4rzAXtG5B1nnvb5Ka1JtCku93VqeKAr,Coinbase,Europe,Netherlands,3,14
20260611-064816#108982415395,425712560,35,GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,,Asia,Japan,1,16
20260611-064816#108982415929,425712562,57,GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,,Asia,Japan,1,16
20260611-064816#108982416659,425712565,19,6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,North America,United States,4,13
20260611-064816#108982416897,425712566,1,6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,North America,United States,4,13
20260611-064816#108982417186,425712567,34,6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,North America,United States,3,14
20260611-064816#108982417469,425712568,61,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,2,15
20260611-064816#108982417701,425712569,37,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,4,13
20260611-064816#108982417948,425712570,28,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,3,14
20260611-064816#108982419230,425712575,30,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Europe,United Kingdom,2,15
20260611-064816#108982420755,425712581,19,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,Kiln1,Europe,Netherlands,1,16
20260611-064816#108982421005,425712582,13,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,Kiln1,Europe,Netherlands,2,15
20260611-064816#108982421286,425712583,38,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,Kiln1,Europe,Netherlands,3,14
20260611-064816#108982421524,425712584,20,EdGevanA2MZsDpxDXK6b36FH7RCcTuDZZRcc6MEyE9hy,Edgevana,Europe,Netherlands,4,13
20260611-064816#108982422847,425712589,63,FNTPSUuRpDoJx1hwFmB5ncNLLMX42aE83P4hsFYUfNRL,Nodz,North America,United States,2,15
20260611-064816#108982423346,425712591,50,FNTPSUuRpDoJx1hwFmB5ncNLLMX42aE83P4hsFYUfNRL,Nodz,North America,United States,3,14
20260611-064816#108982423561,425712592,9,2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,,Asia,Japan,2,15
20260611-064816#108982423825,425712593,17,2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,,Asia,Japan,2,15
20260611-064816#108982424088,425712594,24,2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,,Asia,Japan,4,13
20260611-064816#108982424604,425712596,28,bitHUmbKSQDTGoyoiW3BeqaGWdyV5sS3nYt5SduUHfb,,Asia,South Korea,2,15
20260611-064816#108982424846,425712597,14,bitHUmbKSQDTGoyoiW3BeqaGWdyV5sS3nYt5SduUHfb,,Asia,South Korea,4,13
20260611-064816#108982425094,425712598,6,bitHUmbKSQDTGoyoiW3BeqaGWdyV5sS3nYt5SduUHfb,,Asia,South Korea,3,14
20260611-064816#108982425407,425712599,63,bitHUmbKSQDTGoyoiW3BeqaGWdyV5sS3nYt5SduUHfb,,Asia,South Korea,1,16
20260611-064816#108982425633,425712600,33,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,Coinbase 03,Asia,Japan,4,13
20260611-064816#108982425868,425712601,12,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,Coinbase 03,Asia,Japan,3,14
20260611-064816#108982426135,425712602,23,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,Coinbase 03,Asia,Japan,1,16
20260611-064816#108982429460,425712615,20,2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,,North America,United States,3,14
20260611-064816#108982429759,425712616,63,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,binance staking,North America,United States,3,14
20260611-064816#108982430763,425712620,43,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,3,14
20260611-064816#108982431039,425712621,63,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,2,15
20260611-064816#108982431505,425712623,17,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,4,13
20260611-064816#108982432051,425712625,51,6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU,Capital Alliance 🔥,Europe,Albania,3,14
20260611-064816#108982432276,425712626,20,6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU,Capital Alliance 🔥,Europe,Albania,3,14
20260611-064816#108982432813,425712628,45,9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,LumLabs,Asia,Singapore,2,15
20260611-064816#108982433326,425712630,46,9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,LumLabs,Asia,Singapore,3,14
20260611-064816#108982434067,425712633,19,HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,,Europe,Netherlands,4,13
20260611-064816#108982434838,425712636,22,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,North America,Canada,2,15
20260611-064816#108982436381,425712642,29,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,Bitwise Onchain Solutions,Europe,Germany,4,13
20260611-064816#108982437154,425712645,34,EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,Europe,Germany,3,14
20260611-064816#108982437378,425712646,2,EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,Europe,Germany,2,15
20260611-064816#108982437652,425712647,20,EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,Europe,Germany,3,14
20260611-064816#108982438199,425712649,55,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,,Asia,Japan,4,13
20260611-064816#108982438659,425712651,3,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,,Asia,Japan,4,13
20260611-064816#108982439183,425712653,15,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Europe,United Kingdom,4,13
20260611-064816#108982440751,425712659,47,Fc6NNdS2j3EmrWbU6Uqt6wsKB5ef72NjaWfNxKYbULGD,OKX Earn,Asia,Singapore,1,16
20260611-064816#108982440961,425712660,1,9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Galaxy,North America,United States,4,13
20260611-064816#108982441229,425712661,13,9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Galaxy,North America,United States,2,15
20260611-064816#108982441497,425712662,25,9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Galaxy,North America,United States,3,14
20260611-064816#108982441754,425712663,26,9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Galaxy,North America,United States,3,14
20260611-064816#108982442786,425712667,34,6y7V8dL673XFzm9QyC5vvh3itWkp7wztahBd2yDqsyrK,,Europe,Lithuania,3,14
20260611-064816#108982443578,425712670,58,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Europe,United Kingdom,3,14
20260611-064816#108982444088,425712672,56,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,2,15
20260611-064816#108982444290,425712673,2,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,4,13
20260611-064816#108982445073,425712676,17,AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,,North America,United States,2,15
20260611-064816#108982445366,425712677,54,AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,,North America,United States,1,16
20260611-064816#108982445603,425712678,35,AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,,North America,United States,4,13
20260611-064816#108982447125,425712684,21,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,,Europe,Ireland,3,14
20260611-064816#108982447378,425712685,18,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,,Europe,Ireland,3,14
20260611-064816#108982447912,425712687,40,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,,Europe,Ireland,3,14
20260611-064816#108982448129,425712688,1,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,3,14
20260611-064816#108982448422,425712689,38,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,3,14
20260611-064816#108982448698,425712690,58,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,2,15
20260611-064816#108982448930,425712691,34,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,3,14
20260611-064816#108982450713,425712698,25,6ptuwW4rg5A3wP9hNKxeymG3QhSagugPd3grnMTGJwWG,,Europe,United Kingdom,4,13
20260611-064816#108982450993,425712699,49,6ptuwW4rg5A3wP9hNKxeymG3QhSagugPd3grnMTGJwWG,,Europe,United Kingdom,1,16
20260611-064816#108982452998,425712707,6,HH5dA42XF1HxNk1TRpG6LuKfLViMYNdAz5iWrFM4hWFi,Trust Nodes,Europe,Netherlands,1,16
20260611-064816#108982453265,425712708,17,4SNKY7GCp7ohY4AawND5Cc2D71sWMWN3Uifo854yvtks,,North America,United States,3,14
20260611-064816#108982454847,425712714,63,DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,Drift,Europe,Netherlands,2,15
20260611-064816#108982455580,425712717,28,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Europe,United Kingdom,2,15
20260611-064816#108982456087,425712719,23,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Europe,United Kingdom,2,15
20260611-064816#108982456358,425712720,38,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,3,14
20260611-064816#108982456895,425712722,63,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,2,15
20260611-064816#108982457121,425712723,33,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,3,14
20260611-064816#108982458430,425712728,62,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,,Asia,Japan,3,14
20260611-064816#108982459424,425712732,32,sTEVErNNwF2qPnV6DuNPkWpEyCt4UU6k2Y3Hyn7WUFu,STEVE,South America,Brazil,1,16
20260611-064816#108982459708,425712733,60,sTEVErNNwF2qPnV6DuNPkWpEyCt4UU6k2Y3Hyn7WUFu,STEVE,South America,Brazil,2,15
20260611-064816#108982459951,425712734,47,sTEVErNNwF2qPnV6DuNPkWpEyCt4UU6k2Y3Hyn7WUFu,STEVE,South America,Brazil,4,13
20260611-064816#108982461197,425712739,13,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,Bitwise Onchain Solutions,Europe,Germany,4,13
20260611-064816#108982461492,425712740,52,BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,,Europe,Ireland,3,14
20260611-064816#108982461756,425712741,60,BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,,Europe,Ireland,3,14
20260611-064816#108982462524,425712744,60,GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,,Europe,Netherlands,4,13
20260611-064816#108982464053,425712750,53,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,3,14
20260611-064816#108982464259,425712751,3,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,4,13
20260611-064816#108982465074,425712754,50,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,3,14
20260611-064816#108982466058,425712758,10,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,2,15
20260611-064816#108982467133,425712762,61,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,1,16
20260611-064816#108982467635,425712764,51,anza1rXDVhy1NfVNtsbT3kSBh2jgB1BGZUKuUibSAJd,Anza,Europe,United Kingdom,3,14
20260611-064816#108982468409,425712767,57,anza1rXDVhy1NfVNtsbT3kSBh2jgB1BGZUKuUibSAJd,Anza,Europe,United Kingdom,3,14
20260611-064816#108982468926,425712769,62,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,Coinbase 04,Europe,Netherlands,1,16
20260611-064816#108982469156,425712770,36,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,Coinbase 04,Europe,Netherlands,4,13
